어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
이레몬테소리어린이집,경기도,오산시,가정,20,6,"경기도 오산시 운암로 14 101동 102호(원동, 운암청구아파트)",031-376-0988,031-376-0988,3,0,4,Y,,2020-05-01
자람터어린이집,경기도,오산시,민간,72,13,경기도 오산시 궐리사로59번길 25-10 (궐동 636-2),031-378-7179,031-378-7940,9,2,15,Y,,2020-05-01
꿈꾸는아이어린이집,경기도,오산시,가정,20,6,"경기도 오산시 오산대역로 232 1904동 104호(내삼미동, 삼미마을 휴먼시아)",031-373-7979,031-373-2442,3,0,4,N,,2020-05-01
꿈동산어린이집,경기도,오산시,가정,20,4,"경기도 오산시 청호로 23-22 104동 101호(청호동, 엘리시아아파트)",031-611-9737,,3,0,4,Y,,2020-05-01
꿈동이어린이집,경기도,오산시,가정,20,7,"경기도 오산시 궐리사로29번길 13 108동 105호(궐동, 우남퍼스트빌)",031-378-2262,031-378-2262,3,0,4,N,,2020-05-01
꿈에그린어린이집,경기도,오산시,민간,40,9,경기도 오산시 수목원로 430 관리동 꿈에그린어린이집,031-376-8992,031-376-8991,6,2,8,N,cafe.daum.net/greenindream,2020-05-01
꿈이자라는뜰어린이집,경기도,오산시,민간,49,10,경기도 오산시 수목원로 577  -15 210동 1층 뒷편 꿈이자라는뜰어린이집,031-376-3774,031-378-3774,5,0,7,N,,2020-05-01
다사랑어린이집,경기도,오산시,가정,20,8,"경기도 오산시 운암로 63 101동 101호(오산동, 현대)",031-374-1404,,4,0,5,N,,2020-05-01
리틀대통령어린이집,경기도,오산시,가정,16,9,"경기도 오산시 대원로 70 512동 103호(원동, 운암주공5단지아파트)",031-376-1033,,3,0,4,N,,2020-05-01
리틀램어린이집,경기도,오산시,민간,49,10,경기도 오산시 음양1길 10-52 오산양문교회1층 (벌음동),031-376-0691,031-374-1260,4,0,6,Y,,2020-05-01
마루어린이집,경기도,오산시,가정,19,8,"경기도 오산시 초평로 84-4 208동 101호(서동, 신동아2차아파트)",031-373-4878,031-373-4878,3,0,4,N,,2020-05-01
문시어린이집,경기도,오산시,민간,56,9,경기도 오산시 여계산로 21 금암마을휴먼시아 6단지 관리동,031-378-3005,031-378-3006,5,3,6,Y,,2020-05-01
미소가득어린이집,경기도,오산시,가정,20,7,"경기도 오산시 수청로 121 1103/104 (금암동, 휴먼시아꿈에그린A)",031-378-2495,,3,0,4,N,,2020-05-01
별다래 어린이집,경기도,오산시,민간,29,6,경기도 오산시 경기대로25번길 16 동부아파트 복지관내 별다래 어린이집,031-376-1345,031-376-1345,4,0,5,N,,2020-05-01
보경어린이집,경기도,오산시,가정,19,7,경기도 오산시 초평로 84-4 205동 103호(서동 신동아2차),031-8043-1666,,4,0,4,N,,2020-05-01
봄빛어린이집,경기도,오산시,가정,16,7,"경기도 오산시 경기대로 74 105동 107호(갈곶동, 우림아파트)",031-377-2507,,4,0,4,N,http://cafe.daum.net/bombitnara,2020-05-01
사랑나무어린이집,경기도,오산시,가정,20,9,"경기도 오산시 운암로 63 105동 101호(오산동, 운암현대아파트)",031-8050-8482,,3,0,4,N,,2020-05-01
사랑몬테소리어린이집,경기도,오산시,가정,20,6,경기도 오산시 운암로 122 103동 104호(부산동 운암주공1단지아파트),031-377-2139,031-377-2139,3,0,5,N,,2020-05-01
산새소리어린이집,경기도,오산시,가정,20,8,"경기도 오산시 운암로 64 110동 101호(오산동, 운암대동황토방아파트)",031-375-9303,031-375-9303,3,0,4,Y,,2020-05-01
삼환코코 어린이집,경기도,오산시,가정,16,7,"경기도 오산시 경기대로 99-15 114동 105호(원동, 삼환아파트)",031-375-3503,,3,1,4,N,,2020-05-01
i-편한어린이집,경기도,오산시,가정,19,7,"경기도 오산시 오산로132번길 10 209동 101호(원동, 대림E-편한세상2단지아파트)",031-377-8408,031-377-8408,3,0,4,N,cafe.naver.com/icom8408.cafe,2020-05-01
고은어린이집,경기도,오산시,민간,52,7,경기도 오산시 양산로398번길 58-5 늘푸른 오스카빌아파트관리사무소 1층 (양산동),031-378-3784,031-375-3784,5,1,4,Y,,2020-05-01
구세군샛별어린이집,경기도,오산시,법인·단체,37,10,경기도 오산시 현충로72번길 24 (은계동),031-375-8990,031-375-3090,5,0,9,Y,,2020-05-01
대림행복한어린이집,경기도,오산시,가정,20,7,"경기도 오산시 양산로 460 106동 101호(양산동, 오산세마E편한세상)",031-232-3203,031-8050-3331,4,0,4,N,,2020-05-01
더샵다온어린이집,경기도,오산시,가정,20,6,"경기도 오산시 문시로 183-19 101동 102호(외삼미동, 서동탄역 더샵 파크시티)",031-375-3808,031-375-3808,3,0,5,N,,2020-05-01
동그라미어린이집,경기도,오산시,민간,46,7,경기도 오산시 오산로132번길 10 대림E-편한세상2단지아파트 관리소동 (원동),031-372-1256,070-4009-1473,4,0,5,N,,2020-05-01
동산어린이집,경기도,오산시,민간,41,10,경기도 오산시 양산로 460,031-378-3978,031-0000-0000,4,0,4,N,,2020-05-01
두드림어린이집,경기도,오산시,가정,20,7,"경기도 오산시 문시로 183-19 107동 102호(외삼미동, 서동탄역 더샵 파크시티)",031-378-4123,031-378-4124,4,0,7,N,,2020-05-01
꼬마뜰어린이집,경기도,오산시,가정,16,5,"경기도 오산시 운암로 90 311동 102호(부산동, 주공3단지)",031-377-4454,,4,0,4,Y,,2020-05-01
꼬마에밀어린이집,경기도,오산시,가정,20,1,"경기도 오산시 오산로 91-5 103동 101호(갈곶동, 한솔솔파크아파트)",031-372-0762,031-372-0000,3,0,4,N,,2020-05-01
해오름어린이집,경기도,오산시,민간,90,13,경기도 오산시 남부대로 464-9 해오름어린이집 (청호동),031-662-8470,,8,1,16,Y,,2020-05-01
햇살가득어린이집,경기도,오산시,가정,12,8,경기도 오산시 수목원로 577  -15 203동 101호,031-376-4343,031-376-4343,3,0,4,N,,2020-05-01
행복한아이들어린이집,경기도,오산시,가정,20,7,"경기도 오산시 운암로 90 305동 102호(부산동, 운암주공3단지아파트)",031-374-0248,031-374-0248,3,0,4,N,,2020-05-01
휴튼사과나무어린이집,경기도,오산시,가정,20,5,"경기도 오산시 수청로 165 905동 104호(금암동,죽미마을휴먼시아휴튼아파트)",031-376-6203,031-376-6203,3,0,4,N,,2020-05-01
(주)아모레퍼시픽 오산어린이집,경기도,오산시,직장,48,12,경기도 오산시 가장산업동로 37 아모레퍼시픽 오산 어린이집,031-8047-1430,031-210-2944,5,2,11,N,,2020-05-01
아이누리어린이집,경기도,오산시,가정,16,4,"경기도 오산시 대원로 70 501동 104호(원동, 운암주공5단지)",031-376-9261,031-376-9261,4,0,4,N,,2020-05-01
아이뜰어린이집,경기도,오산시,민간,30,5,경기도 오산시 남부대로 430-12 고현 현대아이파크 관리동 (고현동),031-611-4118,,3,0,3,N,,2020-05-01
아이마루어린이집,경기도,오산시,민간,79,10,경기도 오산시 오산로50번길 27 (갈곶동),031-376-9233,031-377-9233,7,1,8,Y,,2020-05-01
아이사랑어린이집,경기도,오산시,민간,49,9,경기도 오산시 경기대로 102-5,031-377-2437,031-377-2437,7,0,8,Y,,2020-05-01
아이숲어린이집,경기도,오산시,가정,20,7,"경기도 오산시 오산로132번길 10 213동 102호(원동, 대림아파트)",031-373-8370,031-373-8370,3,0,4,N,http://cafe.daum.net/dongtanworld7,2020-05-01
다솜어린이집,경기도,오산시,가정,20,6,"경기도 오산시 동부대로 429-9 101동 104호(원동, 한주아파트)",070-4176-9301,031-374-8121,4,0,4,Y,,2020-05-01
다원어린이집,경기도,오산시,가정,20,7,"경기도 오산시 부산중앙로 11 107-101(부산동, 시티자이아파트)",031-376-2728,031-376-2728,3,0,4,N,,2020-05-01
샛별어린이집,경기도,오산시,가정,17,7,"경기도 오산시 동부대로 407-10 105동 103호(원동, 태영)",031-372-7949,031-372-7949,3,0,4,N,,2020-05-01
세교꿈사랑어린이집,경기도,오산시,가정,20,7,"경기도 오산시 여계산로 21 613,101 (금암동, 금암마을 휴먼시아데시앙아파트)",031-375-7340,031-375-7340,4,0,4,N,http://cafe.naver.com/sekoydreamlove,2020-05-01
세교삐아제어린이집,경기도,오산시,민간,52,7,경기도 오산시 여계산로 60 5단지관리동어린이집,031-378-4127,,6,2,8,N,,2020-05-01
세교아이사랑어린이집,경기도,오산시,가정,20,5,경기도 오산시 여계산로 21 601동101호,031-373-7426,031-373-7426,4,0,4,N,,2020-05-01
세빛나어린이집,경기도,오산시,가정,20,5,"경기도 오산시 운암로 122 106동 101호(부산동, 운암주공1단지아파트)",031-372-6885,031-372-6885,3,0,4,N,,2020-05-01
소리샘어린이집,경기도,오산시,민간,27,4,경기도 오산시 운암로 77 운암주공4단지아파트 복지관내 (오산동),031-376-6764,0504-440-2141,3,0,3,N,,2020-05-01
솔빛어린이집,경기도,오산시,가정,13,3,"경기도 오산시 부원로 67-6 109동 108호(원동, 대원아파트)",031-372-6961,,3,0,3,N,,2020-05-01
숲속나무어린이집,경기도,오산시,가정,19,3,"경기도 오산시 운암로 122 116동 103호(부산동, 운암주공1단지아파트)",031-377-0634,,3,0,4,N,,2020-05-01
스마일어린이집,경기도,오산시,가정,20,5,경기도 오산시 여계산로 21 금암마을휴먼데시앙 610동 103호,031-375-7014,031-376-7014,4,0,4,N,,2020-05-01
시립금바위어린이집,경기도,오산시,국공립,30,8,경기도 오산시 여계산로 10 금암마을 휴먼시아아파트 7단지 관리동,031-373-7727,031-373-7735,3,0,8,N,,2020-05-01
시립남부어린이집,경기도,오산시,국공립,107,16,경기도 오산시 오산로132번길 28-5 시립남부종합사회복지관 어린이집 (원동),031-376-6284,031-375-6281,5,1,21,N,,2020-05-01
시립세교행복어린이집,경기도,오산시,국공립,81,13,경기도 오산시 가수행복로 55-5,031-374-6834,031-374-6835,5,3,8,N,https://cafe.naver.com/sekyohappychild,2020-05-01
시립수청어린이집,경기도,오산시,국공립,150,25,경기도 오산시 수청로 79-22,031-373-4330,031-373-4339,9,1,22,N,http://sckids.happyihome.com,2020-05-01
아이원어린이집,경기도,오산시,가정,20,4,"경기도 오산시 오산로 47 107동 102호(갈곶동, 오산KCC스위첸)",031-8050-7933,,3,0,4,N,,2020-05-01
아이조아어린이집,경기도,오산시,가정,20,8,경기도 오산시 삼미로 34 102-103,031-373-2613,031-373-2613,3,0,4,N,,2020-05-01
아이좋아어린이집,경기도,오산시,가정,16,10,"경기도 오산시 운암로 90 310동 104호(부산동, 운암주공3단지아파트)",031-372-3252,031-372-3252,3,0,4,N,,2020-05-01
아이펀어린이집,경기도,오산시,민간,130,15,경기도 오산시 수목원로49번길 49 (누읍동 502-4),031-375-0828,031-378-0607,8,2,15,Y,,2020-05-01
새싹뜰어린이집,경기도,오산시,민간,49,8,경기도 오산시 현충로 56 새싹뜰어린이집 (은계동),031-372-5952,070-8224-5952,6,0,5,Y,,2020-05-01
새싹어린이집,경기도,오산시,가정,20,7,"경기도 오산시 운암로 90 307동 103호(부산동, 운암주공3단지아파트)",031-377-4740,031-377-4740,3,0,4,N,,2020-05-01
새아람어린이집,경기도,오산시,가정,20,5,경기도 오산시 매홀로77번길 34-1,031-374-4748,,3,0,4,Y,,2020-05-01
색동어린이집,경기도,오산시,가정,20,4,"경기도 오산시 양산로398번길 58-5 103동 103호(양산동, 늘푸른오스카빌아파트)",031-377-0374,031-377-1410,4,0,4,N,,2020-05-01
설리반어린이집,경기도,오산시,민간,83,12,경기도 오산시 매홀로77번길 11,031-376-9869,031-377-9869,8,2,11,Y,http://cafe.naver.com/sullivankindergarten,2020-05-01
세교물향기어린이집,경기도,오산시,가정,20,4,"경기도 오산시 수청로 165 910동 101호(금암동, 휴먼시아휴튼아파트)",031-8043-1944,031-8043-1944,3,0,4,N,http://cafe.naver.com/osanlovelybaby,2020-05-01
세교신도시 꼬마숲어린이집,경기도,오산시,가정,19,5,"경기도 오산시 수목원로 430 1308동102호(수청동,물향기마을휴먼시아꿈에그린아파트)",031-378-6868,,4,0,4,N,,2020-05-01
세마어린이집,경기도,오산시,가정,20,5,경기도 오산시 양산로 460 e편한세상129-101,031-378-0763,031-376-0763,3,0,4,N,,2020-05-01
소담어린이집,경기도,오산시,가정,20,6,경기도 오산시 여계산로 60 503동101호,031-373-8877,,3,0,4,N,,2020-05-01
소망어린이집,경기도,오산시,가정,16,6,"경기도 오산시 대원로 70 508동 104호(원동, 운암주공5단지아파트)",031-375-1424,,3,0,4,N,cafe.daum.net/nanyoung508,2020-05-01
수자인봄누리어린이집,경기도,오산시,민간,49,8,"경기도 오산시 부원로87번길 19 (원동, 한양수자인아파트 관리동어린이집)",031-372-1237,031-372-1237,5,0,6,N,,2020-05-01
숲속어린이집,경기도,오산시,민간,27,3,경기도 오산시 경기대로 99-18 (원동 805-2 두산동아아파트내 관리동),031-373-8891,031-373-8891,4,0,5,Y,http://cafe.daum.net/mentorandheart,2020-05-01
시립가온어린이집,경기도,오산시,국공립,40,8,"경기도 오산시 경기동로 51 (오산동, 고용복지플러스센터 내)",031-374-6837,031-374-8774,3,1,8,N,cafe.naver.com/happy1004osan,2020-05-01
시립꽃다리어린이집,경기도,오산시,국공립,30,9,"경기도 오산시 수청로 166 807동 1층 (금암동, 죽미마을휴먼시아8단지A)",031-372-8834,031-372-8835,3,0,6,N,,2020-05-01
시립나리어린이집,경기도,오산시,국공립,41,9,경기도 오산시 현충로 104 (오산종합사회복지관),031-378-2761,031-378-2762,3,1,5,N,,2020-05-01
시립매홀어린이집,경기도,오산시,국공립,119,18,경기도 오산시 수청로 22 (수청동),031-375-0222,031-375-0571,7,2,13,N,,2020-05-01
시립청학행복어린이집,경기도,오산시,국공립,36,8,"경기도 오산시 대호로 39 관리동(청학동, 청학행복주택)",031-378-5930,031-378-5931,3,0,6,N,,2020-05-01
시립푸른숲어린이집,경기도,오산시,국공립,150,28,경기도 오산시 동부대로 291-26,031-831-5752,070-8633-8453,7,1,20,N,http://ogreenkids.com,2020-05-01
시립한아름어린이집,경기도,오산시,국공립,80,15,"경기도 오산시 세마문학로 50 관리동(지곶동, 세교이편한세상아파트)",031-373-3365,,5,1,9,N,,2020-05-01
신아어린이집,경기도,오산시,가정,20,7,"경기도 오산시 수목원로 615 112-103(세교동, 잔다리마을 1단지 아파트)",031-378-2626,,4,0,4,N,,2020-05-01
아기둥지어린이집,경기도,오산시,가정,20,5,"경기도 오산시 누읍로 17 110동 103호(누읍동, 한라그린타운아파트)",031-376-4206,,3,0,4,N,,2020-05-01
아기천사어린이집,경기도,오산시,가정,20,7,경기도 오산시 부산중앙로 12 204동 101호,031-378-8606,0504-061-8606,4,0,5,N,,2020-05-01
아람어린이집,경기도,오산시,민간,93,12,경기도 오산시 매홀로77번길 34 아람어린이집 (수청동),031-374-8494,,6,1,8,Y,,2020-05-01
아이꿈어린이집,경기도,오산시,가정,20,7,경기도 오산시 수청로 165 죽미마을 휴튼 휴먼시아 9단지 908동  103호,031-378-7975,031-378-7995,4,0,4,Y,,2020-05-01
아이나무어린이집,경기도,오산시,가정,20,6,"경기도 오산시 내삼미로 142 102동 103호(내삼미동,세교신도시 호반베르디움)",031-8050-3599,031-8050-3599,3,0,4,N,,2020-05-01
아이랑어린이집,경기도,오산시,가정,19,6,"경기도 오산시 청학로173번길 9 112동 104호(수청동, 대우아파트)",031-372-7412,070-8863-7412,3,0,4,N,,2020-05-01
아이맘어린이집,경기도,오산시,가정,13,3,"경기도 오산시 대원로 70 513동 101호(원동, 운암주공5단지아파트)",031-374-3534,031-377-3534,3,0,4,N,,2020-05-01
시립시티자이어린이집,경기도,오산시,국공립,44,11,"경기도 오산시 부산중앙로 12 관리동(부산동, 오산시티자이2단지아파트)",031-378-6645,031-377-6648,5,0,7,N,,2020-05-01
시립예일어린이집,경기도,오산시,국공립,131,21,경기도 오산시 오산로 91-28,031-376-7200,031-375-3380,6,3,16,N,,2020-05-01
시립오산숲어린이집,경기도,오산시,국공립,158,29,경기도 오산시 수목원로 449,031-378-1671,031-378-1675,9,1,30,N,,2020-05-01
시립보듬이나눔이어린이집,경기도,오산시,국공립,175,32,경기도 오산시 가장산업동로 42 (가장동 375-5번지),031-377-5306,031-377-5322,10,1,27,Y,bodmi.kr,2020-05-01
시립운암6단지어린이집,경기도,오산시,국공립,20,6,경기도 오산시 운천로 16-22 원동 오산운암6단지 주공아파트 복지관 내,031-374-1204,,4,0,11,N,,2020-05-01
시립자연숲따복어린이집,경기도,오산시,국공립,19,9,"경기도 오산시 초평로 84-4 203-102(서동, 신동아2차아파트)",031-372-6780,,3,0,4,N,,2020-05-01
시립잔다리어린이집,경기도,오산시,국공립,67,11,"경기도 오산시 수목원로 615 (세교동, 잔다리마을 휴먼시아A 1단지 관리동내)",031-546-8259,070-7500-6020,4,0,8,N,,2020-05-01
아이야어린이집,경기도,오산시,가정,20,12,"경기도 오산시 내삼미로 142 103-101(내삼미동, 호반아파트)",031-376-9826,031-376-9825,4,0,5,N,,2020-05-01
아이큰숲어린이집,경기도,오산시,가정,19,3,"경기도 오산시 수청로 31 104동 101호 (수청동, 우미이노스빌아파트)",031-377-3318,031-377-3318,3,0,4,N,,2020-05-01
